mal_id,title,title_english,type,episodes,score,genres,synopsis,year,themes,studios,image_url
28561,Saru Tarou Jishin ni wa Makenai zo!: Jishin e no Sonae Dai Sakusen,,OVA,1.0,,Drama,An educational earthquake disaster safety video for kids.,,Educational,Unknown,https://myanimelist.net/images/anime/9/68941.jpg
28563,Hi Asobi wa Kaji no Moto: Kenta to Nyanta no Hi no Youjin,,OVA,1.0,,Drama,"An educational ""don't play with fire"" safety video for kids with talking animals.",,Educational,Unknown,https://myanimelist.net/images/anime/8/68943.jpg
28565,Jishin da!! Mii-chan no Bousai Kunren,,OVA,1.0,,Drama,An educational disaster safety video for kids featuring Mii-chan the cat and Daiki-kun after their animal abuse issue from the previous educational short.,,Educational,Unknown,https://myanimelist.net/images/anime/3/68945.jpg
28567,Azarashi Tama-chan no Hi no Youjin,,OVA,1.0,,Drama,An educational fire safety video for kids with a talking transforming seal.,,Educational | Super Power,Unknown,https://myanimelist.net/images/anime/13/68947.jpg
28569,Kogitsune no Shouboutai,,OVA,1.0,,Drama | Fantasy,The three kitsune brothers have moved away from the country and into the city. They use their transformation powers to become young men and start firefighting school to become firefighters.,,Unknown,Unknown,https://myanimelist.net/images/anime/9/68949.jpg
28571,Karugamo Oyako no Hi no Youjin,,OVA,1.0,,Drama,An educational fire safety video for kids with an imaginative spin of a fire brigade made of talking ducks.,,Educational,Unknown,https://myanimelist.net/images/anime/13/68951.jpg
28573,Somei-ka no Hi no Youjin: Bouka no Tebiki Katei-hen,,OVA,1.0,,Drama,An educational fire safety video for kids and their families at home.,,Educational,Unknown,https://myanimelist.net/images/anime/9/68953.jpg
28575,"Hanshin Awaji Daishinsai ni Manabu: Boku wa, Ano Hi wo Wasurenai.",,OVA,1.0,,Drama,An educational film about the Great Hanshin earthquake (aka Kobe earthquake).,,Historical,Unknown,https://myanimelist.net/images/anime/3/68955.jpg
28577,Makehen de! Roku-nen San-kumi no Hanshin Daishinsai,,OVA,1.0,,Drama,"An educational film about the Great Hanshin earthquake (aka Kobe earthquake), focusing on a class and how they bounced back from their sorrow.",,Historical,Unknown,https://myanimelist.net/images/anime/11/68957.jpg
28579,Kyoro-chan no Jishin Youjin Hi no Youjin,,OVA,1.0,,Drama | Fantasy,An educational film about fire safety starring Kyoro-chan.,,Educational,Unknown,https://myanimelist.net/images/anime/5/68959.jpg
28581,Nintama Rantarou no Jishin Youjin Hi no Youjin,,OVA,1.0,,Drama,An educational film about fire safety during earthquakes starring Nintama Rantarou.,,Educational,Unknown,https://myanimelist.net/images/anime/10/68961.jpg
28583,Nintama Rantarou no Shouboutai,,OVA,1.0,,Drama,An educational film about fire brigades starring Nintama Rantarou.,,Educational,Unknown,https://myanimelist.net/images/anime/8/68963.jpg
28585,Ajjishin da Tsunami wa? Jibun no Inochi wa Jibun de Mamoru,,OVA,1.0,,Drama,An educational tsunami disaster safety video for kids.,,Educational,Unknown,https://myanimelist.net/images/anime/10/68965.jpg
28587,Modern,,Movie,1.0,4.82,Avant Garde,"I finished this film in only two months after the completion of Playground. Inspired by optical illusions, like Escher's paintings, I made the film using isometric drawings. my idea was to make a great film using only transformations of rectangular parallelepipeds. I applied the method of geometric animation, a technique used in Metropolis, in this film. Along with ""cell"" animation, I continue making films with the application of this method. Hopefully, I will eventually discover a third alternative method to use in my films. (Source: Mirai Mizue)",,Unknown,Mirai Film,https://myanimelist.net/images/anime/2/68997.jpg
28591,Timbre A to Z,,ONA,26.0,4.51,Avant Garde,A series of short films where Mirai Mizuki uploaded one abstract representation of a letter of the alphabet every day for 26 days.,,Music,Mirai Film,https://myanimelist.net/images/anime/3/70209.jpg
28595,Pac-World,,TV,52.0,5.58,Adventure | Comedy | Sci-Fi,"We follow the daily events of Pac as he saves Pac-World. Together with his friends Cyli and Spiral, Pac and his buds face the issues of being teenagers while also protecting Pac-World from a ghostly army led by the evil Betrayus. Pac-Worlders do not want Betrayus and his ghostly minions returning from the Netherworld and wreaking havoc. So, President Spheros teaches Pac and his pals the legend prophesizing a round yellow Pac-Worlder rescuing the planet. Pac, the only round yellow citizen, is the man for the job. Each adventure follows Pac and his friends as they try to return the ghosts to Netherworld, saving Pac-World. (Source: AniDB)",2014.0,Unknown,OLM Digital | Sprite Animation Studios,https://myanimelist.net/images/anime/7/75298.jpg
28607,Hetalia: The World Twinkle,Hetalia: The World Twinkle,ONA,15.0,7.21,Comedy,"United Kingdom and America have to put aside their centuries of differences and cooperate if they want to stand a chance against Italy and Germany on the African Front. After being defeated by a questionable border defense system, France swears vengeance on Germany. In another part of the world, the Nordic countries discuss how similar they are to each other, much to Finland's dismay. Meanwhile, Sealand embarks on a very ambitious quest to search for the other micronations after befriending Wy and Seborga. [Written by MAL Rewrite]",,Anthropomorphic | Gag Humor | Historical | Parody,Studio Deen,https://myanimelist.net/images/anime/12/71753.jpg
28617,Punch Line,Punch Line,TV,12.0,6.88,Comedy | Sci-Fi | Supernatural | Ecchi,"After escaping a bus hijacking with the help of masked superhero Strange Juice, Yuuta Iridatsu finds his soul separated from his body and in the care of a perverse cat spirit, Chiranosuke. As a spirit, Yuuta wanders around his residence, the Korai House, aiming to regain his body and observe the other residents: Meika Daihatsu, a genius inventor; Mikatan Narugino, a cheerful idol; Ito Hikiotani, a shut-in NEET; and Rabura Chichibu, a spiritual medium. After catching a glimpse of Narugino's undergarments, Chiranosuke reveals to Yuuta that he becomes exponentially stronger upon seeing panties. However, if he sees another pair while he is still a spirit, his power will cause an asteroid to crash into the earth, ending the world and killing his friends. Punch Line follows Yuuta as he unravels the mysteries surrounding Korai House, its residents, and a villainous organization attempting to end the world. Will Yuuta be able to save everyone, or will the ever-present threat of panties result",2015.0,Super Power | Time Travel,MAPPA,https://myanimelist.net/images/anime/4/74641.jpg
28619,Ranpo Kitan: Game of Laplace,Rampo Kitan: Game of Laplace,TV,11.0,6.57,Mystery | Suspense,"After what appears to be just another ordinary day, middle school student Yoshio Kobayashi wakes up in his classroom to make a terrifying discovery: his teacher has been mutilated, and Yoshio happens to be holding the weapon used to commit the crime. Despite the initial shock of finding himself in this predicament, the curious and detached Yoshio can't help but be secretly thrilled about this attempt to frame him. His put-upon friend Souji Hashiba is turned into a willing accomplice, and together, they are determined to prove Yoshio's innocence. Additionally, Kogorou Akechi, a genius high school detective, has come to the scene of the crime in order to investigate the case and when Kogorou meets the young man found guilty, an intense mutual interest sparks between the two of them. Kobayashi wishes to enter Akechi's world of crime solving as his assistant, and Akechi is determined to see if the enthusiastic boy is up to the challenge. Ranpo Kitan: Game of Laplace is a surreal mystery",2015.0,Detective | Gore | Psychological,Lerche,https://myanimelist.net/images/anime/5/79565.jpg
28621,Subete ga F ni Naru,The Perfect Insider,TV,11.0,7.24,Mystery | Sci-Fi | Suspense,"In a research facility hidden away on a remote island, genius programmer Shiki Magata has lived as a recluse for years. She rarely sees guests, but associate professor Souhei Saikawa and university student Moe Nishinosono still seek her out. However, their meeting is cut short when they are caught up in a locked-room murder mystery. Everything is not as it seems, and many secrets are hidden. Within an isolated facility, a seemingly impossible and gruesome crime takes place, and Saikawa and Moe must unravel the truth behind the murder and Magata's shrouded past. [Written by MAL Rewrite]",2015.0,Adult Cast | Detective | Psychological,A-1 Pictures,https://myanimelist.net/images/anime/9/76071.jpg
28623,Koutetsujou no Kabaneri,Kabaneri of the Iron Fortress,TV,12.0,7.28,Action | Fantasy | Horror | Suspense,"The world is in the midst of the industrial revolution when horrific creatures emerge from a mysterious virus, ripping through the flesh of humans to sate their never-ending appetite. The only way to kill these beings, known as ""Kabane,"" is by destroying their steel-coated hearts. However, if bitten by one of these monsters, the victim is doomed to a fate worse than death, as the fallen rise once more to join the ranks of their fellow undead. Only the most fortified of civilizations have survived this turmoil, as is the case with the island of Hinomoto, where mankind has created a massive wall to protect themselves from the endless hordes of Kabane. The only way into these giant fortresses is via heavily-armored trains, which are serviced and built by young men such as Ikoma. Having created a deadly weapon that he believes will easily pierce through the hearts of Kabane, Ikoma eagerly awaits the day when he will be able to fight using his new invention. Little does he know, however, t",2016.0,Gore | Historical | Survival,Wit Studio,https://myanimelist.net/images/anime/12/79164.jpg
28625,Shisha no Teikoku,The Empire of Corpses,Movie,1.0,6.84,Sci-Fi,"By the 19th century, humanity has cultivated technology enabling the reanimation of corpses. Unable to experience individual thoughts or emotions, the corpses are programmed by humans to act as laborers in various occupations. This newfound technology, however, comes with a catch. Science may be able to restore the corpses' ability to move, yet it cannot return what every corpse loses at death: the soul. But Doctor Victor Frankenstein, who vanished shortly after his revolutionary work on corpse reanimation, is said to have revived the only corpse in possession of a soul. In pursuit of this scientific knowledge, London medical student John Watson hopes to fulfill his promise to his late partner, Friday. After being scouted by a government agency, Watson is on a hunt to obtain Frankenstein's notes, which he believes hold the key to the secrets of the soul. During his search, Watson uncovers the harsh realities of the developing corpse technology and the price he must pay to advance his",,Historical | Psychological,Wit Studio,https://myanimelist.net/images/anime/4/75468.jpg
